barcode	ann_finest_level	Population
mc170-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc171-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc172-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc173-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc174-Seibold_2020_10Xv3	Basal resting	Basal resting
mc175-Seibold_2020_10Xv3	Basal resting	Basal resting
mc176-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc177-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc178-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc179-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc18-Seibold_2020_10Xv3	Hillock-like	Hillock-like
mc180-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc181-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc182-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc183-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc184-Seibold_2020_10Xv3	Hillock-like	Hillock-like
mc185-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc186-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc187-Seibold_2020_10Xv3	Basal resting	Basal resting
mc188-Seibold_2020_10Xv3	Basal resting	Basal resting
mc189-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc19-Seibold_2020_10Xv3	Hillock-like	Hillock-like
mc190-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc191-Seibold_2020_10Xv3	Basal resting	Basal resting
mc192-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc193-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc194-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc195-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc196-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc197-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc198-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc199-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc2-Seibold_2020_10Xv3	Goblet (nasal)	Goblet (nasal)
mc20-Seibold_2020_10Xv3	Hillock-like	Hillock-like
mc200-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc201-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc202-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc203-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc204-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc205-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc206-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc207-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc208-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc209-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc21-Seibold_2020_10Xv3	Hillock-like	Hillock-like
mc210-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc211-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc212-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc213-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc214-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc215-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc216-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc217-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc218-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc219-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc22-Seibold_2020_10Xv3	Hillock-like	Hillock-like
mc220-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc221-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc222-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc223-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc224-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc225-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc226-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc227-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc228-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc229-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc23-Seibold_2020_10Xv3	Hillock-like	Hillock-like
mc230-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc231-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc232-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc233-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc234-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc235-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc236-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc237-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc238-Seibold_2020_10Xv3	Basal resting	Basal resting
mc239-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc24-Seibold_2020_10Xv3	Hillock-like	Hillock-like
mc240-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc241-Seibold_2020_10Xv3	Basal resting	Basal resting
mc242-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc243-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc244-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc245-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc246-Seibold_2020_10Xv3	Basal resting	Basal resting
mc247-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc248-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc249-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc25-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc250-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc251-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc252-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc253-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc254-Seibold_2020_10Xv3	Basal resting	Basal resting
mc255-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc256-Seibold_2020_10Xv3	Basal resting	Basal resting
mc257-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc258-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc259-Seibold_2020_10Xv3	Basal resting	Basal resting
mc26-Seibold_2020_10Xv3	Hillock-like	Hillock-like
mc260-Seibold_2020_10Xv3	Basal resting	Basal resting
mc261-Seibold_2020_10Xv3	Basal resting	Basal resting
mc262-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc263-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc264-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc265-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc266-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc267-Seibold_2020_10Xv3	Basal resting	Basal resting
mc268-Seibold_2020_10Xv3	Basal resting	Basal resting
mc269-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc27-Seibold_2020_10Xv3	Hillock-like	Hillock-like
mc270-Seibold_2020_10Xv3	Basal resting	Basal resting
mc271-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc272-Seibold_2020_10Xv3	Hillock-like	Hillock-like
mc273-Seibold_2020_10Xv3	Goblet (nasal)	Goblet (nasal)
mc274-Seibold_2020_10Xv3	Goblet (nasal)	Goblet (nasal)
mc275-Seibold_2020_10Xv3	Goblet (nasal)	Goblet (nasal)
mc276-Seibold_2020_10Xv3	Goblet (nasal)	Goblet (nasal)
mc277-Seibold_2020_10Xv3	Goblet (nasal)	Goblet (nasal)
mc278-Seibold_2020_10Xv3	Goblet (nasal)	Goblet (nasal)
mc279-Seibold_2020_10Xv3	Goblet (nasal)	Goblet (nasal)
mc28-Seibold_2020_10Xv3	Hillock-like	Hillock-like
mc280-Seibold_2020_10Xv3	Goblet (nasal)	Goblet (nasal)
mc281-Seibold_2020_10Xv3	Multiciliated (non-nasal)	Multiciliated (non-nasal)
mc282-Seibold_2020_10Xv3	Multiciliated (non-nasal)	Multiciliated (non-nasal)
mc283-Seibold_2020_10Xv3	Multiciliated (non-nasal)	Multiciliated (non-nasal)
mc284-Seibold_2020_10Xv3	Multiciliated (non-nasal)	Multiciliated (non-nasal)
mc285-Seibold_2020_10Xv3	Multiciliated (non-nasal)	Multiciliated (non-nasal)
mc286-Seibold_2020_10Xv3	Multiciliated (non-nasal)	Multiciliated (non-nasal)
mc287-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc288-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc289-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc29-Seibold_2020_10Xv3	Hillock-like	Hillock-like
mc290-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc291-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc292-Seibold_2020_10Xv3	Hillock-like	Hillock-like
mc293-Seibold_2020_10Xv3	Hillock-like	Hillock-like
mc294-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc295-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc296-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc297-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc298-Seibold_2020_10Xv3	Hillock-like	Hillock-like
mc299-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc3-Seibold_2020_10Xv3	Goblet (nasal)	Goblet (nasal)
mc30-Seibold_2020_10Xv3	Hillock-like	Hillock-like
mc300-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc301-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc302-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc303-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc304-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc305-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc306-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc307-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc308-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc309-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc31-Seibold_2020_10Xv3	Hillock-like	Hillock-like
mc310-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc311-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc312-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc313-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc314-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc315-Seibold_2020_10Xv3	Basal resting	Basal resting
mc316-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc317-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc318-Seibold_2020_10Xv3	Hillock-like	Hillock-like
mc319-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc32-Seibold_2020_10Xv3	Hillock-like	Hillock-like
mc320-Seibold_2020_10Xv3	Basal resting	Basal resting
mc321-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc322-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc323-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc324-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc325-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc326-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc327-Seibold_2020_10Xv3	Basal resting	Basal resting
mc328-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc329-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc33-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc330-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc331-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc332-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc333-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc334-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc335-Seibold_2020_10Xv3	Basal resting	Basal resting
mc336-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc337-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc338-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc339-Seibold_2020_10Xv3	Basal resting	Basal resting
mc34-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc340-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc341-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc342-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc343-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc344-Seibold_2020_10Xv3	Basal resting	Basal resting
mc345-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc346-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc347-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc348-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc349-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc35-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc350-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc351-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc352-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc353-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc354-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc355-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc356-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc357-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc358-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc359-Seibold_2020_10Xv3	Basal resting	Basal resting
mc36-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc360-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc361-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc362-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc363-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc364-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc365-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc366-Seibold_2020_10Xv3	Basal resting	Basal resting
mc367-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc368-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc369-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc37-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc370-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc371-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc372-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc373-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc374-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc375-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc376-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc377-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc378-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc379-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc38-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc380-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc381-Seibold_2020_10Xv3	Goblet (nasal)	Goblet (nasal)
mc382-Seibold_2020_10Xv3	Tuft	Tuft
mc383-Seibold_2020_10Xv3	Goblet (nasal)	Goblet (nasal)
mc384-Seibold_2020_10Xv3	Goblet (nasal)	Goblet (nasal)
mc385-Seibold_2020_10Xv3	Multiciliated (non-nasal)	Multiciliated (non-nasal)
mc386-Seibold_2020_10Xv3	Multiciliated (non-nasal)	Multiciliated (non-nasal)
mc387-Seibold_2020_10Xv3	Multiciliated (non-nasal)	Multiciliated (non-nasal)
mc388-Seibold_2020_10Xv3	Multiciliated (non-nasal)	Multiciliated (non-nasal)
mc389-Seibold_2020_10Xv3	Goblet (nasal)	Goblet (nasal)
mc39-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc390-Seibold_2020_10Xv3	Goblet (nasal)	Goblet (nasal)
mc391-Seibold_2020_10Xv3	Goblet (nasal)	Goblet (nasal)
mc392-Seibold_2020_10Xv3	Club (nasal)	Club (nasal)
mc393-Seibold_2020_10Xv3	SMG duct	SMG duct
mc394-Seibold_2020_10Xv3	Multiciliated (non-nasal)	Multiciliated (non-nasal)
mc395-Seibold_2020_10Xv3	Multiciliated (non-nasal)	Multiciliated (non-nasal)
mc396-Seibold_2020_10Xv3	SMG duct	SMG duct
mc397-Seibold_2020_10Xv3	SMG duct	SMG duct
mc398-Seibold_2020_10Xv3	Multiciliated (non-nasal)	Multiciliated (non-nasal)
mc399-Seibold_2020_10Xv3	Multiciliated (non-nasal)	Multiciliated (non-nasal)
mc4-Seibold_2020_10Xv3	Goblet (nasal)	Goblet (nasal)
mc40-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc400-Seibold_2020_10Xv3	Multiciliated (non-nasal)	Multiciliated (non-nasal)
mc401-Seibold_2020_10Xv3	Multiciliated (non-nasal)	Multiciliated (non-nasal)
mc402-Seibold_2020_10Xv3	Multiciliated (non-nasal)	Multiciliated (non-nasal)
mc403-Seibold_2020_10Xv3	Neuroendocrine	Neuroendocrine
mc404-Seibold_2020_10Xv3	Multiciliated (non-nasal)	Multiciliated (non-nasal)
mc405-Seibold_2020_10Xv3	Multiciliated (non-nasal)	Multiciliated (non-nasal)
mc406-Seibold_2020_10Xv3	Multiciliated (non-nasal)	Multiciliated (non-nasal)
mc407-Seibold_2020_10Xv3	Goblet (nasal)	Goblet (nasal)
mc408-Seibold_2020_10Xv3	Goblet (nasal)	Goblet (nasal)
mc409-Seibold_2020_10Xv3	Goblet (nasal)	Goblet (nasal)
mc41-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc410-Seibold_2020_10Xv3	Goblet (nasal)	Goblet (nasal)
mc411-Seibold_2020_10Xv3	Ionocyte	Ionocyte
mc412-Seibold_2020_10Xv3	Multiciliated (non-nasal)	Multiciliated (non-nasal)
mc413-Seibold_2020_10Xv3	Multiciliated (non-nasal)	Multiciliated (non-nasal)
mc414-Seibold_2020_10Xv3	SMG duct	SMG duct
mc415-Seibold_2020_10Xv3	Goblet (nasal)	Goblet (nasal)
mc416-Seibold_2020_10Xv3	Goblet (nasal)	Goblet (nasal)
mc417-Seibold_2020_10Xv3	Goblet (nasal)	Goblet (nasal)
mc418-Seibold_2020_10Xv3	Goblet (nasal)	Goblet (nasal)
mc419-Seibold_2020_10Xv3	Goblet (nasal)	Goblet (nasal)
mc42-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc420-Seibold_2020_10Xv3	Goblet (nasal)	Goblet (nasal)
mc421-Seibold_2020_10Xv3	Goblet (nasal)	Goblet (nasal)
mc422-Seibold_2020_10Xv3	Goblet (nasal)	Goblet (nasal)
mc423-Seibold_2020_10Xv3	Goblet (nasal)	Goblet (nasal)
mc424-Seibold_2020_10Xv3	Goblet (nasal)	Goblet (nasal)
mc425-Seibold_2020_10Xv3	Goblet (bronchial)	Goblet (bronchial)
mc426-Seibold_2020_10Xv3	Goblet (bronchial)	Goblet (bronchial)
mc427-Seibold_2020_10Xv3	SMG duct	SMG duct
mc428-Seibold_2020_10Xv3	Tuft	Tuft
mc429-Seibold_2020_10Xv3	Ionocyte	Ionocyte
mc43-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc430-Seibold_2020_10Xv3	SMG duct	SMG duct
mc431-Seibold_2020_10Xv3	SMG duct	SMG duct
mc432-Seibold_2020_10Xv3	Neuroendocrine	Neuroendocrine
mc433-Seibold_2020_10Xv3	SMG duct	SMG duct
mc434-Seibold_2020_10Xv3	Ionocyte	Ionocyte
mc435-Seibold_2020_10Xv3	Multiciliated (nasal)	Multiciliated (nasal)
mc436-Seibold_2020_10Xv3	Neuroendocrine	Neuroendocrine
mc437-Seibold_2020_10Xv3	AT2	AT2
mc438-Seibold_2020_10Xv3	CD8 T cells	CD8 T cells
mc439-Seibold_2020_10Xv3	CD8 T cells	CD8 T cells
mc44-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc440-Seibold_2020_10Xv3	B cells	B cells
mc441-Seibold_2020_10Xv3	CD4 T cells	CD4 T cells
mc442-Seibold_2020_10Xv3	NK cells	NK cells
mc443-Seibold_2020_10Xv3	AT2	AT2
mc444-Seibold_2020_10Xv3	CD8 T cells	CD8 T cells
mc445-Seibold_2020_10Xv3	AT2	AT2
mc446-Seibold_2020_10Xv3	Monocyte-derived Mph	Monocyte-derived Mph
mc447-Seibold_2020_10Xv3	EC venous pulmonary	EC venous pulmonary
mc448-Seibold_2020_10Xv3	Alveolar macrophages	Alveolar macrophages
mc449-Seibold_2020_10Xv3	Mast cells	Mast cells
mc45-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc450-Seibold_2020_10Xv3	Lymphatic EC mature	Lymphatic EC mature
mc451-Seibold_2020_10Xv3	AT1	AT1
mc452-Seibold_2020_10Xv3	Mast cells	Mast cells
mc453-Seibold_2020_10Xv3	Mast cells	Mast cells
mc454-Seibold_2020_10Xv3	AT1	AT1
mc46-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc47-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc48-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc49-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc5-Seibold_2020_10Xv3	Hillock-like	Hillock-like
mc50-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc51-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc52-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc53-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc54-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc55-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc56-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc57-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc58-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc59-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc6-Seibold_2020_10Xv3	Hillock-like	Hillock-like
mc60-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc61-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc62-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc63-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc64-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc65-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc66-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc67-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc68-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc69-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc7-Seibold_2020_10Xv3	Hillock-like	Hillock-like
mc70-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc71-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc72-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc73-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc74-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc75-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc76-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc77-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc78-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc79-Seibold_2020_10Xv3	Basal resting	Basal resting
mc8-Seibold_2020_10Xv3	Hillock-like	Hillock-like
mc80-Seibold_2020_10Xv3	Basal resting	Basal resting
mc81-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc82-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc83-Seibold_2020_10Xv3	Basal resting	Basal resting
mc84-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc85-Seibold_2020_10Xv3	Basal resting	Basal resting
mc86-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc87-Seibold_2020_10Xv3	Hillock-like	Hillock-like
mc88-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc89-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc9-Seibold_2020_10Xv3	Hillock-like	Hillock-like
mc90-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc91-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc92-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc93-Seibold_2020_10Xv3	Basal resting	Basal resting
mc94-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc95-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc96-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc97-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc98-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc99-Seibold_2020_10Xv3	Suprabasal	Suprabasal
mc1-Lafyatis_2019	NK cells	NK cells
mc10-Lafyatis_2019	CD4 T cells	CD4 T cells
mc100-Lafyatis_2019	Unknown	Unknown
mc101-Lafyatis_2019	Basal resting	Basal resting
mc102-Lafyatis_2019	Monocyte-derived Mph	Monocyte-derived Mph
mc103-Lafyatis_2019	Monocyte-derived Mph	Monocyte-derived Mph
mc104-Lafyatis_2019	Monocyte-derived Mph	Monocyte-derived Mph
mc105-Lafyatis_2019	Unknown	Unknown
mc106-Lafyatis_2019	Monocyte-derived Mph	Monocyte-derived Mph
mc107-Lafyatis_2019	Unknown	Unknown
mc108-Lafyatis_2019	Alveolar macrophages	Alveolar macrophages
mc109-Lafyatis_2019	Unknown	Unknown
mc11-Lafyatis_2019	CD4 T cells	CD4 T cells
mc110-Lafyatis_2019	Unknown	Unknown
mc111-Lafyatis_2019	Monocyte-derived Mph	Monocyte-derived Mph
mc112-Lafyatis_2019	Monocyte-derived Mph	Monocyte-derived Mph
mc113-Lafyatis_2019	Unknown	Unknown
mc114-Lafyatis_2019	Monocyte-derived Mph	Monocyte-derived Mph
mc115-Lafyatis_2019	Monocyte-derived Mph	Monocyte-derived Mph
mc116-Lafyatis_2019	Monocyte-derived Mph	Monocyte-derived Mph
mc117-Lafyatis_2019	Unknown	Unknown
mc118-Lafyatis_2019	Monocyte-derived Mph	Monocyte-derived Mph
mc119-Lafyatis_2019	Monocyte-derived Mph	Monocyte-derived Mph
mc12-Lafyatis_2019	CD4 T cells	CD4 T cells
mc120-Lafyatis_2019	Monocyte-derived Mph	Monocyte-derived Mph
mc121-Lafyatis_2019	Alveolar macrophages	Alveolar macrophages
mc122-Lafyatis_2019	Monocyte-derived Mph	Monocyte-derived Mph
mc123-Lafyatis_2019	Monocyte-derived Mph	Monocyte-derived Mph
mc124-Lafyatis_2019	Monocyte-derived Mph	Monocyte-derived Mph
mc125-Lafyatis_2019	Monocyte-derived Mph	Monocyte-derived Mph
mc126-Lafyatis_2019	Monocyte-derived Mph	Monocyte-derived Mph
mc127-Lafyatis_2019	Monocyte-derived Mph	Monocyte-derived Mph
mc128-Lafyatis_2019	Monocyte-derived Mph	Monocyte-derived Mph
mc129-Lafyatis_2019	Unknown	Unknown
mc13-Lafyatis_2019	CD4 T cells	CD4 T cells
mc130-Lafyatis_2019	Unknown	Unknown
mc131-Lafyatis_2019	Alveolar macrophages	Alveolar macrophages
mc132-Lafyatis_2019	Monocyte-derived Mph	Monocyte-derived Mph
mc133-Lafyatis_2019	AT2	AT2
mc134-Lafyatis_2019	AT2	AT2
mc135-Lafyatis_2019	AT2	AT2
mc136-Lafyatis_2019	AT2	AT2
mc137-Lafyatis_2019	AT2	AT2
mc138-Lafyatis_2019	AT2	AT2
mc139-Lafyatis_2019	Multiciliated (non-nasal)	Multiciliated (non-nasal)
mc14-Lafyatis_2019	Unknown	Unknown
mc140-Lafyatis_2019	Multiciliated (non-nasal)	Multiciliated (non-nasal)
mc141-Lafyatis_2019	Multiciliated (non-nasal)	Multiciliated (non-nasal)
